GPU,Avg Power (W),Avg Temp (°C),Avg GPU Util (%),Avg Mem Used (MiB),Avg Mem Total (MiB)
0,0.0,58.000747663551365,36.149532710280376,12.682242990654206,5664.0,16376.0
1,1.0,65.89401869158881,33.61682242990654,10.69158878504673,5892.0,16376.0
2,2.0,66.55514018691588,34.401869158878505,9.261682242990654,5864.0,16376.0
3,3.0,69.23719626168224,34.16822429906542,10.794392523364486,5864.0,16376.0
4,4.0,69.96691588785046,33.26168224299065,9.63551401869159,5864.0,16376.0
5,5.0,65.98345794392522,33.11214953271028,10.934579439252337,5784.0,16376.0
6,6.0,68.17644859813086,32.96261682242991,16.8411214953271,5864.0,16376.0
7,7.0,71.78280373831775,33.21495327102804,14.457943925233645,7391.028037383177,16376.0
